"SA_code","SA_name","State","cases","tested","person_years","case_rate_1M","test_rate_1M","positivity","positivity_eb","positivity_mapped","expected","spr","spr_lo","spr_hi","is_top30"
11601,"Blacktown","NSW",5,28,1566096,3.19265230228543,17.8788528927984,0.178571428571429,0.212139901790458,0.212139901790458,9.98107255520505,0.50094816687737,0.162656506216036,1.16904591313062,FALSE
60102,"Hobart - North East","TAS",2,15,626945,3.19007249439744,23.9255437079808,0.133333333333333,0.200882157388292,NA,5.34700315457413,0.374041297935103,0.0452981364592548,1.3511657762056,FALSE
31104,"Jimboomba","QLD",2,13,629915,3.17503155187605,20.6377050871943,0.153846153846154,0.22147234582182,NA,4.63406940063092,0.431586113002042,0.0522670805299094,1.55903743408339,FALSE
60201,"Launceston","TAS",3,16,950004,3.1578814404992,16.8420343493291,0.1875,0.236378918618494,NA,5.70347003154574,0.525995575221239,0.108472933051939,1.53718228048026,FALSE
12001,"Canada Bay","NSW",3,52,975618,3.07497401646956,53.2995496188057,0.0576923076923077,0.090945834417444,0.090945834417444,18.5362776025237,0.161844792375766,0.0333762870929043,0.472979163224696,FALSE
31502,"Outback - North","QLD",1,4,344343,2.90408110517711,11.6163244207084,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
40301,"Holdfast Bay","SA",1,5,392367,2.54863431430268,12.7431715715134,0.2,0.288511166418026,NA,1.78233438485804,0.561061946902655,0.0142048586389733,3.12603708836749,FALSE
21601,"Campaspe","VIC",1,4,419906,2.38148538006125,9.52594152024501,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
11602,"Blacktown - North","NSW",3,52,1386804,2.16324729377764,37.496286425479,0.0576923076923077,0.090945834417444,0.090945834417444,18.5362776025237,0.161844792375766,0.0333762870929043,0.472979163224696,FALSE
30203,"Nundah","QLD",1,9,468030,2.13661517424097,19.2295365681687,0.111111111111111,0.214116262837922,NA,3.20820189274448,0.311701081612586,0.00789158813276293,1.73668727131527,FALSE
10903,"Upper Murray exc. Albury","NSW",1,4,474922,2.10560892104388,8.42243568417551,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
12701,"Bringelly - Green Valley","NSW",3,14,1429371,2.09882528748659,9.79451800827077,0.214285714285714,0.259426318085416,NA,4.99053627760252,0.601137800252844,0.123969066345073,1.7567797491203,FALSE
20607,"Yarra","VIC",2,20,1045289,1.91334645251218,19.1334645251218,0.1,0.162997613004956,0.162997613004956,7.12933753943218,0.280530973451327,0.0339736023444411,1.0133743321542,FALSE
20402,"Wangaratta - Benalla","VIC",1,7,522965,1.91217385484688,13.3852169839282,0.142857142857143,0.24580804446699,NA,2.49526813880126,0.400758533501896,0.0101463275992666,2.23288363454821,FALSE
